x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,Y
0.07,9.77,0.01,0.65,0.09,0.49,0.01,0,0.44,1.2,0.77,0.77,0.112,10.71,1.52,0.001,5.05,0.07,0.01,0.01,0.01,0.06,0
0.03,9.49,0.01,0.92,0.04,0.24,0.07,0.03,1.97,0.59,0.18,0.007,0.169,5.61,2.21,0.004,0.76,0.03,5.07,0.07,0.09,0.01,0
0.09,5.7,0.09,1.28,0.08,0.59,0.04,0.06,1.98,0.66,0.06,0.008,0.101,7.5,1.96,0.009,0.53,0.09,4.06,0.04,0.04,0.01,0
0.05,2.84,0.07,0.39,0.07,0.01,0.05,0,0.65,0.9,0.58,0.58,0.093,10.61,1.55,0.003,6.15,0.05,0.08,0.05,0.07,0.05,0
0.01,2.28,0.08,1.25,0.04,0.08,0.07,0.02,1.23,0.75,0.79,0.79,0.025,16.19,2.03,0.002,0.85,0.01,6.5,0.07,0.03,0.03,0
0.03,12.63,0.04,2.1,0.04,0.1,0.08,0.04,1.06,0.1,0.84,0.84,0.139,16.15,1.42,0.001,0.69,0.03,0.79,0.08,0.02,0.07,0
0.05,0.65,0.06,0.4,0.07,0.04,0,0.01,1.08,0.15,0.23,0.007,0.184,3.25,1.6,0.001,4.64,0.05,2.68,0,0.07,0.05,0
0.07,0.34,0.03,2.79,0.01,0.06,0.01,0.08,0.14,1.01,0.42,0,0.015,9.44,1.79,0.008,2.55,0.07,3.37,0.01,0.09,0,0
0.07,0.97,0.02,3.99,0.06,0.08,0.09,0.02,1.26,0.83,0.77,0.77,0.09,11.93,1.81,0.004,0.14,0.07,0.24,0.09,0.03,0.08,0
0.02,5.72,0.05,0.01,0.04,0.05,0.05,0.09,1.34,0.03,0.98,0.98,0.068,11.2,1.45,0.005,3.45,0.02,2.43,0.05,0.05,0.02,0
0.03,8.26,0.07,0.83,0,0.16,0.03,0,1.69,1.47,0.05,0.008,0.123,6.37,1.27,0.009,3.23,0.03,3.74,0.03,0.04,0.05,0
0.07,0.81,0.01,0.48,0.04,0.04,0.01,0.08,1.75,1.28,0.23,0.008,0.177,17.27,1.47,0.003,0.78,0.07,1.15,0.01,0,0.08,0
0.02,0.84,0.06,0.16,0.04,0.15,0.1,0.08,1.61,0.45,0.24,0.002,0.149,19.42,1.98,0.004,13.05,0.02,0.24,0.1,0.01,0.03,0
0.1,12.3,0.06,0.02,0.09,0.11,0,0.09,0.19,0.52,0.74,0.74,0.062,7.33,2.01,0.004,3.46,0.1,3.59,0,0.04,0.02,0
0.02,1.82,0.07,1.96,0.07,0.12,0.07,0,0.38,0.02,0.76,0.76,0.121,7.89,1.61,0.008,6.6,0.02,0.24,0.07,0.06,0.09,0
0.03,0.66,0.08,0.97,0.03,0.05,0.01,0.08,0.34,0.14,0.06,0.004,0.086,14.89,1.21,0,0.02,0.03,2.38,0.01,0.08,0.06,0
0.08,4.51,0.08,0.32,0,0.56,0.04,0.1,0.93,0.2,0.51,0.51,0.105,6.13,1.74,0.002,3.54,0.08,0.74,0.04,0.02,0.05,0
0.06,3.93,0.04,2.34,0.07,0.07,0.09,0.07,0.7,0.32,0.65,0.65,0.168,2.76,1.8,0.003,0.24,0.06,0.58,0.09,0.08,0.01,0
0.08,4.16,0.09,0.91,0.1,0.19,0.09,0.09,1.55,1.09,0.72,0.72,0.137,14.03,1.69,0.001,0.34,0.08,0.96,0.09,0.01,0.03,0
0.02,1.29,0.03,1.13,0.09,0.38,0.01,0.09,1.11,0.36,0.27,0.006,0.189,16.64,2.39,0.01,11.26,0.02,0.93,0.01,0.06,0.05,0
0.1,0.87,0.04,0.25,0,0.44,0.01,0.07,1.97,0.61,0.52,0.52,0.095,14.13,2.01,0.005,12.08,0.1,1.35,0.01,0.01,0.02,0
0.03,25.32,0.05,0.13,0.02,0.12,0.08,0,0.42,1.13,0.05,0.004,0.053,13.11,1.55,0.006,7.35,0.03,0.77,0.08,0.09,0.04,0
0.08,9.62,0.05,0.22,0.06,0.02,0.09,0.04,1.34,0.26,0.07,0.008,0.113,2.25,1.5,0.01,3.71,0.08,1.18,0.09,0.01,0.04,0
0.03,6.9,0.02,0.41,0.04,0.05,0,0.05,0.18,0.13,0.79,0.79,0.132,9.56,1.9,0.006,1.7,0.03,3.38,0,0.07,0.06,0
0.05,1.71,0.04,1.87,0.03,0.28,0.01,0.04,1.28,0.32,0.53,0.53,0.175,1.78,1.11,0.007,9.15,0.05,2.87,0.01,0.09,0.02,0
0,11.58,0.02,2.12,0.02,0.09,0.02,0.02,1.14,1.14,0.45,0.004,0.045,9.28,1.35,0.01,2.1,0,0.2,0.02,0.08,0.04,0
0.09,6.96,0.01,1.38,0.06,0.44,0.07,0.07,0.71,0.52,0.39,0.007,0.146,8.27,1.57,0.003,0.35,0.09,1.88,0.07,0.07,0.01,0
0.1,9.45,0.09,1.79,0.06,0.12,0.09,0.05,1.99,0.22,0.25,0.008,0.085,3.96,2.57,0.008,3.96,0.1,0.5,0.09,0.06,0.03,0
0.1,16.67,0.1,0.42,0.08,0.03,0.04,0.06,1.21,1.21,0.83,0.83,0.105,8.61,1.93,0.003,3.86,0.1,0.12,0.04,0.07,0.05,0
0.05,0.33,0.04,2.67,0.07,0.04,0.01,0.06,1.3,0.5,0.1,0.008,0.036,2.5,1.86,0.008,0.34,0.05,0.07,0.01,0.06,0.02,0
0.09,4.84,0.07,1.14,0.03,0.01,0.08,0.03,0.95,0.28,0.53,0.53,0.182,18.98,1.38,0.009,3.87,0.09,0.89,0.08,0.04,0.09,0
0.09,25.17,0.08,0.12,0.01,0.01,0.01,0.02,0.01,0.43,0.27,0.007,0.033,6,1.77,0.001,6.75,0.09,0.47,0.01,0.08,0.05,0
0.04,20.94,0.05,0.04,0.09,0.03,0.01,0,1.44,0.3,0.18,0.004,0.162,2.97,1.69,0.008,0.5,0.04,4.09,0.01,0.05,0,0
0.03,9.92,0.03,0.36,0.06,0.59,0.01,0.02,0.52,0.32,0.31,0.002,0.11,4.4,2.07,0,6.25,0.03,1.84,0.01,0.05,0.02,0
0.04,0.71,0.01,0.51,0.06,0.19,0.02,0.05,1.44,0.58,0.96,0.96,0.191,10.23,2.06,0.008,2.37,0.04,3.89,0.02,0.08,0.08,0
0.08,2.44,0.01,0.86,0.08,0.22,0,0,1.01,0.68,0.11,0.006,0.127,15.54,1.55,0.006,8.89,0.08,0.35,0,0.03,0.01,0
0.09,12.11,0.08,1.64,0.1,0.02,0.03,0.08,1.64,0.86,0.64,0.64,0.032,11.02,1.79,0.006,1.12,0.09,4.42,0.03,0.03,0.06,0
0,3.65,0.07,0.39,0.09,0.42,0.01,0.05,0.22,0.01,0.76,0.76,0.052,15.85,1.27,0.009,0.6,0,2,0.01,0.06,0.05,0
0.03,0.36,0.09,0.18,0.01,0.09,0.04,0.06,0.22,1.09,0.57,0.57,0.101,10.93,1.06,0.001,8.17,0.03,0.37,0.04,0.03,0.01,0
0.01,9.76,0.02,1.98,0.05,0.04,0.07,0.09,0.76,1.16,0.79,0.79,0.049,16.89,1.49,0.006,1.72,0.01,0.87,0.07,0.03,0,0
0.04,5.17,0.07,0.44,0.02,0.02,0.05,0.04,1.5,0.69,0.82,0.82,0.053,1.67,1.56,0.005,3.78,0.04,4.14,0.05,0.08,0.07,0
0.03,1.19,0.06,0.73,0.06,0.04,0.04,0,1.99,1.29,0.86,0.86,0.047,7.8,1.66,0.002,6.98,0.03,0.82,0.04,0.06,0.02,0
0.01,2.19,0.09,0.34,0.07,0.03,0.05,0.08,1.57,0.66,0.58,0.58,0.071,14.37,2.41,0.008,1.84,0.01,0.22,0.05,0.04,0.06,0
0.02,0.51,0.05,1.47,0.05,0.07,0.01,0.07,1.23,0.86,0.87,0.87,0.019,16.37,1.7,0.007,0.31,0.02,0.94,0.01,0.08,0.08,0
0.03,0.85,0.08,0.03,0.09,0.2,0.03,0.1,0.25,1.25,0.7,0.7,0.129,16.45,1.96,0.003,0.45,0.03,0.87,0.03,0.05,0.07,0
0.02,17.12,0.04,0.91,0.05,0.11,0.01,0.1,0.87,0.69,0.55,0.55,0.153,6.65,1.93,0.007,0.76,0.02,0.15,0.01,0.05,0.08,0
0.07,13.86,0.03,0.43,0.01,0.01,0.01,0.01,1.77,0.62,0.14,0.006,0.137,15.64,1.28,0.004,14.03,0.07,2.68,0.01,0,0.05,0
0.1,1.01,0,1.22,0.09,0.15,0.1,0.09,0.73,0.68,0.45,0.006,0.053,17.99,1.99,0.008,1.23,0.1,2.57,0.1,0.06,0.04,0
0.09,9.7,0.02,0.3,0.08,0.02,0.02,0.05,1.1,1.48,0.75,0.75,0.147,8.44,1.54,0.007,3.93,0.09,0.51,0.02,0.07,0.02,0
0.05,6.81,0.01,0.52,0.06,0.22,0.02,0,0.77,0.76,0.51,0.51,0.086,10.72,1.18,0,1.25,0.05,2.66,0.02,0,0.08,0
0.05,2.8,0.08,0.01,0.08,0.01,0,0.07,0.14,1.42,1,1,0.082,12.08,1.54,0.006,0.13,0.05,3.23,0,0.03,0.05,0
0.09,10.92,0.08,0.91,0.03,0.38,0.01,0.09,0.62,0.97,0.23,0.006,0.12,9.65,1.37,0.003,1.06,0.09,0.78,0.01,0.06,0.07,0
0.03,15.28,0.04,2.87,0.09,0.04,0.03,0.08,0.36,0.73,0.47,0,0.003,14.68,1.52,0.005,4.82,0.03,0.52,0.03,0.02,0.02,0
0.03,2.95,0.03,0.25,0.03,0.19,0,0.07,1.43,1.49,0.58,0.58,0.16,6.73,1.26,0,2.86,0.03,4.86,0,0.02,0,0
0.02,7.02,0.1,0.34,0.07,0.03,0.08,0.06,1.65,0.08,0.51,0.51,0.025,14.22,1.7,0.002,0.32,0.02,0.22,0.08,0.08,0.06,0
0.03,5.09,0.05,0.57,0.06,0.15,0.09,0.06,0.05,1.21,0.33,0.001,0.015,2.45,1.09,0.001,2.9,0.03,5.28,0.09,0.07,0.01,0
0.01,0,0.04,0.01,0.07,0.16,0.07,0.08,0.16,0.87,0.67,0.67,0.18,12.15,1.89,0.003,0.54,0.01,0.41,0.07,0.06,0.01,0
0.03,7.82,0.02,1.06,0,0.02,0.02,0.05,0.13,1.29,0.82,0.82,0.072,13.57,1.39,0.006,0.53,0.03,0.27,0.02,0.06,0.04,0
0.04,0.83,0.04,0.29,0.1,0.42,0,0.05,1.72,0.89,0.09,0.005,0.184,10.79,1.57,0.001,6.02,0.04,2.9,0,0.04,0.08,0
0.03,11.63,0.01,0.04,0.09,0.16,0.05,0,0.65,0.73,0.53,0.53,0.132,4.8,1.33,0.007,6.8,0.03,1.17,0.05,0.05,0.05,0
0.07,14.34,0.06,0.13,0.08,0.14,0.06,0.05,1.67,1.21,0.65,0.65,0.042,11.18,1.68,0.005,0.98,0.07,0.46,0.06,0.1,0.05,0
0.05,0.68,0.04,0.9,0.02,0.06,0.07,0,1.89,1.18,0.75,0.75,0.092,7.94,2.53,0.002,1.67,0.05,2.63,0.07,0.06,0.07,0
0.05,0.07,0.09,0.78,0.1,0.06,0.06,0.09,0.94,0.26,0.28,0.009,0.023,11.11,1.43,0.003,7.44,0.05,2.43,0.06,0.09,0.04,0
0.1,4.07,0.02,0.52,0.04,0.01,0.01,0.05,0.85,1.01,0.19,0.008,0.045,2.16,1.35,0.005,2.35,0.1,0.12,0.01,0.04,0.01,0
0.03,6.04,0.08,0.56,0.05,0.42,0.02,0.02,0.29,0.5,0.7,0.7,0.136,19.47,2.06,0.001,4.53,0.03,0.97,0.02,0.04,0.02,0
0.07,8.44,0.1,0.6,0.08,0.07,0.03,0.08,1.7,0.29,0.78,0.78,0.185,13.34,1.83,0.006,3.86,0.07,0.2,0.03,0.03,0.04,0
0.02,2.75,0.06,0.16,0.05,0.05,0,0.04,0.72,0.42,0.75,0.75,0.07,12.96,1.5,0.005,4.78,0.02,0.63,0,0.05,0.03,0
0.01,4.99,0.08,2.95,0.06,0.42,0.02,0.06,1.5,0.25,0.02,0,0.083,6.65,2.02,0.009,2.39,0.01,0.77,0.02,0.01,0,0
0.05,0.59,0.06,0.74,0,0.1,0.1,0.06,1.52,0.76,0.57,0.57,0.155,8.45,1.96,0.002,0.38,0.05,2.37,0.1,0.05,0.08,0
0.01,3.6,0.03,1.42,0.06,0.18,0.08,0.09,1.51,0.89,0.55,0.55,0.164,9.42,1.6,0.001,0.52,0.01,0.05,0.08,0.06,0.09,0
0.04,20.8,0.05,0.86,0.1,0.04,0.02,0.06,0.24,0.66,0.09,0.008,0.17,16.8,1.53,0.006,0.49,0.04,0.96,0.02,0.08,0.02,0
0.04,12.42,0.02,0.62,0.02,0.05,0.04,0.01,1.16,1.06,0.82,0.82,0.12,7.34,1.68,0.001,2.75,0.04,0.48,0.04,0.08,0.04,0
0.07,15.15,0.04,0.41,0.06,0.08,0.02,0.09,0.87,0.16,0.41,0.003,0.043,7.54,1.73,0.008,0.45,0.07,0.14,0.02,0.02,0.05,0
0.07,5.33,0.04,0.3,0.09,0.07,0.06,0.03,0.02,0.04,0.76,0.76,0.198,10.81,1.47,0.006,0.92,0.07,0.2,0.06,0.1,0.02,0
0.05,15.86,0.03,0.68,0.01,0.08,0.08,0.06,1.94,1.27,0.08,0.008,0.194,13.6,2.15,0.005,0.4,0.05,1.78,0.08,0.09,0.07,0
0.09,0.42,0.02,0.62,0.02,0.05,0.03,0.04,1.57,0.43,0.04,0.003,0.089,15.24,2.2,0.005,1.82,0.09,4.63,0.03,0.08,0.03,0
0.06,19.19,0.07,0.95,0.02,0.37,0.05,0.06,1.95,1.38,0.46,0.003,0.191,18.96,1.23,0.009,0.31,0.06,1.26,0.05,0.01,0.02,0
0.03,14.28,0.04,0.03,0.09,0.04,0.04,0.09,1.4,0.5,0.28,0.005,0.044,3.05,2.07,0.001,11.06,0.03,4.1,0.04,0.06,0.03,0
0.09,9.4,0.06,1.94,0.01,0.02,0.09,0.07,0.55,1.27,0.61,0.61,0.087,17.23,1.19,0.009,8.79,0.09,0.86,0.09,0.05,0.05,0
0.04,0.46,0.07,0.32,0.09,0.1,0.02,0.08,1.39,1.12,0.1,0.001,0.108,9.49,1.59,0.009,4.32,0.04,3.91,0.02,0.02,0.07,0
0.03,24.45,0.03,0.88,0.05,0.09,0.04,0.04,0.37,1.29,0.62,0.62,0.122,12.45,1.38,0.007,0.04,0.03,0.16,0.04,0.01,0.08,0
0.08,17.42,0.03,0.44,0.07,0.07,0.05,0.01,0.35,1.43,0.71,0.71,0.061,18.47,1.2,0.004,11.62,0.08,1.44,0.05,0.01,0.03,0
0.05,0.22,0.02,1.58,0.07,0.03,0.01,0.01,1.45,0.52,0.18,0.003,0.088,0.89,1.93,0.007,0.09,0.05,4.93,0.01,0.01,0.01,0
0.09,0.52,0.1,0.41,0.09,0,0.03,0.05,1.06,0.53,0.96,0.96,0.158,11.66,1.78,0.002,1.69,0.09,0.43,0.03,0,0.03,0
0.06,0.63,0.08,0.93,0.01,0.02,0.05,0.1,0.5,0.74,0.5,0.5,0.074,19.25,2.16,0.008,0.18,0.06,2.63,0.05,0.04,0.04,0
0.09,21.22,0.01,1.46,0.01,0.06,0.06,0.04,0.27,0.93,0.5,0.5,0.07,16.41,1.71,0.002,8.87,0.09,3.87,0.06,0.06,0.02,0
0.04,8.32,0.09,0.24,0.03,0.09,0.06,0.08,0.01,0.01,0.5,0.5,0.148,10.57,2.04,0.007,8.89,0.04,0.43,0.06,0.09,0.02,0
0.03,9.93,0.08,1.84,0.05,0.46,0.08,0.04,1.24,0.92,0.42,0.006,0.172,6.31,1.3,0.004,6.66,0.03,0.68,0.08,0.01,0.01,0
0.06,1.11,0.03,0.32,0.09,0,0.06,0.07,1.54,0.32,0.33,0.006,0.041,19.44,1.69,0.009,11.3,0.06,0.82,0.06,0.05,0.08,0
0.05,7.22,0.04,0.63,0.03,0.1,0.03,0.04,1.04,1.39,0.07,0.006,0.176,3.65,1.16,0.008,2.62,0.05,2.62,0.03,0.03,0.05,0
0.07,3.88,0.03,0.09,0.04,0.25,0.01,0.06,0.33,1.33,0.59,0.59,0.136,11.15,2.26,0.008,0.24,0.07,0.81,0.01,0.04,0.01,0
0.03,1.16,0.02,0.89,0.09,0.06,0.06,0.03,0.6,0.07,0.79,0.79,0.164,1.36,1.29,0.01,1.08,0.03,1.73,0.06,0.08,0.04,0
0.08,11.76,0.09,0.35,0.02,0.01,0.02,0.08,1.64,0.61,1,1,0.038,11.57,1.65,0.006,0.21,0.08,2.63,0.02,0.05,0.08,0
0.01,9.06,0.09,0.61,0.05,0.1,0.04,0.07,0.81,0.24,0.15,0.005,0.005,17.45,1.91,0.002,0.94,0.01,0.72,0.04,0.09,0.03,0
0.08,15.87,0.03,0.11,0.1,0.03,0.07,0.01,1.69,0.98,0.28,0.004,0.181,6.07,1.86,0.008,9.23,0.08,1.57,0.07,0.05,0.01,0
0.06,24.25,0.03,0.37,0.06,0.03,0.07,0.03,1.51,0.36,0.78,0.78,0.159,14.09,1.74,0.008,3.36,0.06,4.61,0.07,0.05,0.07,0
0.09,0.82,0.08,0.02,0.07,0.12,0.09,0.02,1.99,0.48,0.33,0.001,0.05,18.31,1.45,0,2.28,0.09,0.67,0.09,0.03,0,0
0.07,8.77,0.05,0.06,0.07,0.23,0.01,0.05,1.22,1.06,0.27,0.008,0.103,4.46,2.39,0.007,0.62,0.07,3.56,0.01,0,0.07,0
0.01,4.07,0.06,0.01,0.02,0.05,0.05,0.03,1.3,0.37,0.98,0.98,0.156,10.92,1.39,0.008,2.96,0.01,2.81,0.05,0.09,0,0
0.01,0.05,0.02,1.19,0.05,0,0.09,0.07,1.38,1.39,0.87,0.87,0.047,3.58,1.3,0.001,0.35,0.01,1.93,0.09,0.02,0.08,0
0.02,0.94,0.06,0.99,0.09,0.09,0.09,0.03,0.5,0.85,0.44,0.004,0.034,4.09,1.63,0.007,1.75,0.02,0.82,0.09,0.01,0.02,0
0.07,19.45,0.09,3.02,0.08,0.13,0.09,0.07,0.78,0.09,0.83,0.83,0.138,10.55,1.71,0.009,2.47,0.07,3.59,0.09,0.05,0.05,0
0.02,6.24,0.06,1.26,0.05,0.06,0.01,0.06,0.17,0.59,0.07,0.008,0.159,18.42,1.62,0.008,2.04,0.02,0.74,0.01,0.08,0.09,0
0.07,16.91,0.08,1.64,0.05,0.05,0.01,0.04,1.45,1.4,0.28,0.003,0.102,8.55,1.64,0.002,10.55,0.07,0.29,0.01,0.08,0.04,0
0.02,13.57,0.04,0.44,0.03,0.04,0.04,0.05,0.04,1.16,0.51,0.51,0.044,5.23,1.64,0.006,0.17,0.02,0.58,0.04,0.04,0.08,0
0.08,0.22,0.08,1.12,0.04,0.29,0.09,0.1,1.8,1.46,0.31,0.004,0.113,9.85,1.96,0.006,1.16,0.08,2.32,0.09,0.02,0.07,0
0.05,6.59,0.02,0.45,0.07,0.03,0.06,0.03,1.83,1.03,0.48,0.009,0.137,10.88,1.75,0.002,6.91,0.05,0.03,0.06,0.07,0.02,0
0.03,1.41,0.02,0.03,0.09,0.11,0.06,0.06,1.37,0.65,0.09,0.006,0.034,11.89,1.69,0.008,10.23,0.03,0.95,0.06,0.05,0.02,0
0.02,2.74,0.07,0.83,0.08,0.17,0.03,0.04,0.52,0.22,0.69,0.69,0.064,13.29,1.45,0.004,2.04,0.02,1.63,0.03,0,0.07,0
0.07,3.59,0.08,0.54,0.04,0.01,0.06,0.03,1.45,0.28,0.52,0.52,0.197,8.39,2.09,0.006,10.56,0.07,2.48,0.06,0.07,0.08,0
0.01,2.47,0.05,0.18,0.04,0.23,0.04,0.06,0.75,0.44,0.68,0.68,0.157,16.33,1.2,0.002,2.35,0.01,1.75,0.04,0.02,0.04,0
0.02,1.57,0.09,0.4,0.09,0.03,0.06,0.02,0.07,0.7,0.01,0,0.008,7.43,1.81,0.006,5.74,0.02,6.72,0.06,0,0.08,0
0.09,0.22,0.05,0.91,0.07,0.36,0.06,0.06,1.66,0.79,0.73,0.73,0.059,5.33,1.33,0.006,0.79,0.09,2.99,0.06,0.06,0.05,0
0.1,3.96,0.07,1.68,0.03,0.1,0,0.01,1.96,0.82,0.11,0.005,0.037,13.5,2.02,0,3.13,0.1,0.84,0,0.02,0.01,0
0.08,5.43,0.05,0.4,0.03,0.74,0.02,0.09,0.57,1.44,0.44,0.003,0.092,7.85,1.48,0.009,11.31,0.08,0.37,0.02,0.07,0.07,0
0.09,0.77,0.02,0.78,0.07,0,0.01,0.02,0.65,1.5,0.79,0.79,0.118,11.6,2.05,0.002,0.07,0.09,1.82,0.01,0.08,0.06,0
0.08,13.46,0.01,0.85,0.04,0.04,0.06,0.05,0.36,1.39,0.8,0.8,0.116,3.61,1.91,0.001,0.29,0.08,5.92,0.06,0.08,0.08,0
0.07,6.94,0.01,0.97,0.05,0.01,0.1,0.08,1.07,1.44,0.07,0.005,0.06,10.53,1.97,0.006,2.49,0.07,0.24,0.1,0.04,0.08,0
0.03,9.22,0.05,1.07,0.01,0.08,0.04,0.08,0.08,1.19,0.7,0.7,0.157,11.17,1.73,0,4.27,0.03,2.45,0.04,0.05,0.02,0
0.04,9.35,0.01,2.01,0.06,0.55,0.09,0,1.64,0.78,0.61,0.61,0.038,7.84,2.1,0.009,1.24,0.04,1.47,0.09,0.02,0.03,0
0.01,0.63,0.02,1.82,0.03,0.27,0.08,0.1,1.39,1.19,0.39,0.001,0.194,1.35,1.7,0.009,0.26,0.01,1.25,0.08,0.1,0.02,0
0.01,5.04,0.02,0.11,0.02,0,0.01,0.04,0.5,1.34,0.22,0.003,0.095,2.5,1.37,0.001,3.18,0.01,5.93,0.01,0.06,0.07,0
0.07,0.09,0.09,1.71,0.1,0.03,0.03,0.04,0.55,0.96,0.21,0.004,0.062,15.31,1.94,0.003,0.09,0.07,0.17,0.03,0.09,0.04,0
0.1,6.79,0.1,2.34,0.08,0.04,0.07,0.01,0.66,1,0.67,0.67,0.182,11.69,1.25,0.004,6.66,0.1,0.58,0.07,0.07,0,0
0.06,0.57,0.02,2.53,0.02,0.11,0.05,0.08,0.06,0.74,0.05,0.003,0.075,5.01,1.45,0.003,9.32,0.06,0.15,0.05,0.08,0,0
0.09,18.54,0.04,0.2,0.02,0.04,0.01,0.03,0.05,1.43,0.92,0.92,0.04,4.94,2.17,0.007,1.9,0.09,0.52,0.01,0.06,0.01,0
0.05,15.28,0.03,0.14,0.06,0.04,0.06,0.1,0.79,0.59,0.49,0.007,0.024,3.89,1.95,0.002,2.45,0.05,0.92,0.06,0.09,0.09,0
0.07,7.26,0.1,0.3,0.03,0.22,0.01,0.03,1.26,1.33,0.34,0.006,0.164,3.17,1.9,0,0.87,0.07,0,0.01,0.02,0.01,0
0.04,9.77,0.05,0.21,0.02,0.61,0.06,0.08,0.21,1.04,1,1,0.105,4.87,1.95,0.009,12.8,0.04,0.56,0.06,0.05,0.03,0
0,17.6,0.08,2.78,0.04,0.49,0.01,0,1.94,0.8,0.32,0.004,0.124,13.09,1.56,0.01,5.8,0,0.85,0.01,0.02,0.04,0
0.04,3.95,0.07,1.76,0.08,0.01,0.05,0.06,0.71,1.43,0.58,0.58,0.144,2.58,1.04,0.009,0.73,0.04,4.28,0.05,0.02,0.01,0
0.01,1.19,0.06,0.86,0.04,0.6,0.07,0.03,1.33,1,0.18,0.005,0.152,16.8,2.27,0.006,0.6,0.01,0.95,0.07,0.03,0.06,0
0.05,24.02,0.01,0.25,0.09,0.4,0.06,0,0.89,1.41,0.74,0.74,0.119,12.38,2.04,0.009,3.98,0.05,5.93,0.06,0.02,0.01,0
0.02,10.57,0.1,0.82,0.03,0.05,0.01,0.03,0.55,0.19,0.72,0.72,0.089,0.24,1.6,0.004,1.55,0.02,1.4,0.01,0.03,0.03,0
0.08,7.83,0,1.8,0.06,0.2,0,0.06,1.53,1.04,0.08,0.001,0.064,13.95,2.41,0.007,5.38,0.08,3.15,0,0.01,0.08,0
0.05,15.08,0.08,0.27,0.06,0.5,0.03,0.05,1.04,1.19,0.18,0.001,0.079,8.9,1.79,0.008,7.67,0.05,4.16,0.03,0.07,0,0
0.09,0.67,0.08,0.77,0.1,0.29,0.01,0.07,1.09,0.4,0.02,0.002,0.125,7.72,1.35,0.008,11.64,0.09,1.54,0.01,0.01,0.04,0
0.04,0.11,0.07,0.3,0.01,0.04,0.04,0.03,0.88,1.45,0.58,0.58,0.067,13,1.31,0.007,0.8,0.04,4.93,0.04,0.08,0.01,0
0.04,8.53,0.06,0.71,0.02,0.05,0.06,0.07,1.32,1.23,0.56,0.56,0.049,19.53,1.78,0.007,2.14,0.04,0.27,0.06,0.08,0,0
0.1,3.27,0.08,1.2,0.05,0.03,0.02,0.08,0.46,1.43,0.43,0.003,0.08,18.04,1.84,0.005,9.51,0.1,0.2,0.02,0.01,0.06,0
0.03,15.81,0.05,0.87,0.09,0.12,0.1,0.09,0.73,0.82,0.7,0.7,0.122,2.59,2.38,0.007,2.83,0.03,0.79,0.1,0.07,0.04,0
0.09,1.1,0.07,0.73,0.05,0.1,0.06,0.01,1.44,1.42,0.31,0.007,0.177,1.03,1.27,0.002,7.04,0.09,0.38,0.06,0.05,0.06,0
0.03,1.93,0.02,0.31,0.08,0.01,0.07,0.08,1.33,1.37,0.09,0.008,0.042,11.75,2.1,0.001,8.86,0.03,0.19,0.07,0.02,0.02,0
0.01,19.55,0.09,2.39,0.08,0.07,0.06,0.08,0.37,0.49,0.14,0.007,0.185,11.74,2.19,0.01,8.26,0.01,1.13,0.06,0.02,0.02,0
0.06,7.96,0.05,0.97,0.06,0.03,0.06,0.07,0.98,0.23,0.93,0.93,0.164,5.3,1.77,0.007,3.71,0.06,0.6,0.06,0.08,0.05,0
0.03,7.31,0.08,0.57,0.05,0.67,0.03,0.08,0.71,1.26,0.75,0.75,0.102,18.96,1.43,0.006,3.29,0.03,5.28,0.03,0.09,0.07,0
0.05,18.92,0.03,0.33,0.01,0.01,0.06,0.05,1.38,1.26,0.48,0.007,0.152,4.42,1.64,0.01,0.03,0.05,0.98,0.06,0.07,0.06,0
0.03,3.27,0.06,0.47,0.02,0.09,0.04,0.06,1.11,1.19,0.72,0.72,0.1,2.87,1.44,0.001,0.35,0.03,0.04,0.04,0.01,0.02,0
0.01,20.82,0.03,0.87,0.02,0.51,0.03,0.04,0.53,0.95,0.19,0.004,0.011,12.28,1.96,0.006,2.66,0.01,0.51,0.03,0.05,0.05,0
0,8.17,0.05,1.17,0.05,0.04,0.06,0.02,1.18,0.88,0.28,0.001,0.032,3.81,1.77,0.003,9.79,0,5.1,0.06,0.01,0.07,0
0.09,9.1,0.08,0.97,0.02,0.08,0.09,0.09,1.96,1.32,0.85,0.85,0.192,13.94,1.78,0.002,0.09,0.09,0.88,0.09,0.07,0.09,0
0.09,18.61,0,0.86,0,0.13,0.08,0.08,1.36,0.66,0.76,0.76,0.11,10.25,1.89,0.006,3.06,0.09,1.71,0.08,0.05,0.04,0
0.02,19.81,0.09,0.55,0.01,0.3,0.02,0.07,1.89,0.7,0.77,0.77,0.172,15.4,1.9,0.004,0.5,0.02,3.63,0.02,0.06,0.05,0
0.05,8.05,0.05,1.22,0.06,0.35,0.07,0.06,1.89,0.17,0.66,0.66,0.124,16.85,1.47,0.009,0.75,0.05,1.88,0.07,0.02,0.02,0
0.09,13.88,0,1.75,0.01,0.56,0.07,0.01,1.86,0.45,0.36,0.003,0.185,1.59,1.62,0.003,0.94,0.09,0.33,0.07,0,0.01,0
0.07,10.73,0.02,0.8,0.02,0.03,0.08,0.06,0.72,0.87,0.17,0.001,0.033,19.23,1.34,0.004,6.37,0.07,0.93,0.08,0.08,0.04,0
0.06,19.75,0.06,0.12,0.06,0.2,0.05,0.07,0.13,0.82,0.48,0.008,0.088,16.2,1.99,0,1.03,0.06,0.99,0.05,0,0.02,0
